Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price,cpu_brand,cpu_series,touch,is_new,has_discrete_gpu,price_per_ram_gb,price_per_storage_gb,price_tier,ram_tier
"MSI Creator M16 B13VE-683ES Intel Core i7-13700H/16GB/1TB SSD/RTX 4050/16""",New,MSI,Creator,Intel Core i7,16,1000,SSD,RTX 4050,16.0,No,1899.01,Intel,Core i7,0,1,1,118.69,1.899,Premium,Mid (16GB)
"MSI Raider GE68 HX 13VG-043ES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4070/16""",New,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 4070,16.0,No,2578.38,Intel,Core i7,0,1,1,80.57,2.5784,Premium,High (32GB)
"Medion Erazer Crawler E40 Intel Core i5-13420H/16GB/1TB SSD/RTX 4050/15.6""",New,Medion,Erazer,Intel Core i5,16,1000,SSD,RTX 4050,15.6,No,1119.01,Intel,Core i5,0,1,1,69.94,1.119,High-end,Mid (16GB)
"Medion Erazer Defender P40 Intel Core i7-13700HX/16GB/1TB SSD/RTX 4060/17.3""",New,Medion,Erazer,Intel Core i7,16,1000,SSD,RTX 4060,17.3,No,1629.0,Intel,Core i7,0,1,1,101.81,1.629,Premium,Mid (16GB)
"HP OMEN 16-k0023ns Intel Core i9-12900H/32GB/1TB SSD/RTX 3070 Ti/16.1""",New,HP,Omen,Intel Core i9,32,1000,SSD,RTX 3070,16.1,No,2399.01,Intel,Core i9,0,1,1,74.97,2.399,Premium,High (32GB)
"MSI Summit E13 Flip Evo A13MT-229ES Intel Evo Core i7-1360P/16GB/512GB SSD/13.4"" Táctil",New,MSI,Summit,Intel Evo Core i7,16,512,SSD,Integrated,13.4,Yes,1709.0,Intel,Core i7,1,1,0,106.81,3.3379,Premium,Mid (16GB)
"HP OMEN 17-ck1002ns Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/17.3""",New,HP,Omen,Intel Core i7,32,1000,SSD,RTX 3060,17.3,No,1799.0,Intel,Core i7,0,1,1,56.22,1.799,Premium,High (32GB)
"Lenovo IdeaPad 3 15ITL6 Intel Core i5-1135G7/16 GB/512 GB SSD/15.6""",New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,Integrated,15.6,No,729.0,Intel,Core i5,0,1,0,45.56,1.4238,Mid-range,Mid (16GB)
"MSI Raider GE68HX 13VF-044ES Intel Core i9-13950HX/32GB/1TB SSD/RTX 4060/16""",New,MSI,Raider,Intel Core i9,32,1000,SSD,RTX 4060,16.0,No,2899.0,Intel,Core i9,0,1,1,90.59,2.899,Premium,High (32GB)
"MSI Stealth 16 Studio A13VF-039XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/16""",New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4060,16.0,No,2059.76,Intel,Core i7,0,1,1,64.37,2.0598,Premium,High (32GB)
"MSI Stealth 16 Studio A13VF-037ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/16""",New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4060,16.0,No,2459.01,Intel,Core i7,0,1,1,76.84,2.459,Premium,High (32GB)
"ASUS TUF Dash F15 FX517ZR-HN081 Intel Core i7-12650H/32GB/1TB SSD/RTX 3070/15.6""",New,ASUS,TUF,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,1889.0,Intel,Core i7,0,1,1,59.03,1.889,Premium,High (32GB)
"MSI Stealth 16 Studio A13VF-041XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/16""",New,MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 4060,16.0,No,2249.0,Intel,Core i7,0,1,1,140.56,2.249,Premium,Mid (16GB)
"HP Victus 15-fa0023np Intel Core i5-12450H/16GB/512GB SSD/RTX 3050/15.6"" (PT)",New,HP,Victus,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,1049.99,Intel,Core i5,0,1,1,65.62,2.0508,High-end,Mid (16GB)
"ASUS ROG Strix Scar 16 2023 G634JZ-N4004 Intel Core i9-13980HX/32GB/1TB SSD/RTX 4080/16""",New,ASUS,ROG,Intel Core i9,32,1000,SSD,RTX 4080,16.0,No,3099.0,Intel,Core i9,0,1,1,96.84,3.099,Premium,High (32GB)
"Prixton Flex Pro Intel Celeron N4020/4GB/64GB/11.6"" Táctil",New,Prixton,Flex,Intel Celeron,4,64,SSD,Integrated,11.6,Yes,329.95,Intel,Celeron,1,1,0,82.49,5.1555,Budget,Low (<=8GB)
"MSI Titan GT77 HX 13VI-006ES Intel Core i9-13980HX/128GB/2TB SSD/RTX 4090/17.3"" + Bundle Gaming",New,MSI,Titan,Intel Core i9,128,2000,SSD,RTX 4090,17.3,No,5999.0,Intel,Core i9,0,1,1,46.87,2.9995,Premium,Ultra (>32GB)
"Alurin Go Intel Pentium N4200/8GB/128GB SSD/14.1""",New,Alurin,Go,Intel Pentium,8,128,SSD,Integrated,14.1,No,385.0,Intel,Pentium,0,1,0,48.12,3.0078,Budget,Low (<=8GB)
"LG Gram 17Z95P Intel Evo Core i7-1195G7/16GB/512GB SSD/17""",New,LG,Gram,Intel Evo Core i7,16,512,SSD,Integrated,17.0,No,1799.0,Intel,Core i7,0,1,0,112.44,3.5137,Premium,Mid (16GB)
ASUS ROG Flow X16 2023 GV601VI-NL017W Intel Core i9-13900H/32GB/1TB SSD/RTX 4070/16'' Táctil,New,ASUS,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16.0,Yes,2999.0,Intel,Core i9,1,1,1,93.72,2.999,Premium,High (32GB)
"Samsung Galaxy Book3 Pro 360 Intel Evo Core i7-1360P/16GB/512GB SSD/16"" Táctil",New,Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,Integrated,16.0,Yes,2089.0,Intel,Core i7,1,1,0,130.56,4.0801,Premium,Mid (16GB)
"Alurin Flex Advance Intel Core i7-1255U/16GB/500GB SSD/15.6""",New,Alurin,Flex Advance,Intel Core i7,16,500,SSD,Integrated,15.6,No,739.0,Intel,Core i7,0,1,0,46.19,1.478,Mid-range,Mid (16GB)
"HP Envy 16-h0005ns Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/16""",New,HP,Envy,Intel Core i7,16,1000,SSD,RTX 3060,16.0,No,1999.0,Intel,Core i7,0,1,1,124.94,1.999,Premium,Mid (16GB)
"MSI Stealth 16 Studio A13VG-034ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/16""",New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,16.0,No,2749.0,Intel,Core i7,0,1,1,85.91,2.749,Premium,High (32GB)
"Acer Swift X SFX14-41G-R477 AMD Ryzen 7 5700U/16GB/1TB SSD/RTX3050Ti/14""",New,Acer,Swift,AMD Ryzen 7,16,1000,SSD,RTX 3050,14.0,No,1473.01,AMD,Ryzen 7,0,1,1,92.06,1.473,High-end,Mid (16GB)
"MSI Creator Z16 HX Studio B13VFTO-045ES Intel Core i9-13950HX/32 GB/1TB SSD/RTX 4060/16"" Táctil",New,MSI,Creator,Intel Core i9,32,1000,SSD,RTX 4060,16.0,Yes,2899.0,Intel,Core i9,1,1,1,90.59,2.899,Premium,High (32GB)
"Samsung Galaxy Book3 360 Intel Evo Core i5/16GB/512GB SSD/13.3"" Táctil",New,Samsung,Galaxy Book,Intel Evo Core i5,16,512,SSD,Integrated,13.3,Yes,1489.0,Intel,Core i5,1,1,0,93.06,2.9082,High-end,Mid (16GB)
"ASUS VivoBook 15 F1502ZA-EJ1033W Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,ASUS,VivoBook,Intel Core i5,16,512,SSD,Integrated,15.6,No,615.97,Intel,Core i5,0,1,0,38.5,1.2031,Mid-range,Mid (16GB)
"Gigabyte AERO 14 OLED BMF-72ESBB4SH Intel Core i7-13700H/16GB/1TB SSD/RTX 4050/14""",New,Gigabyte,Aero,Intel Core i7,16,1000,SSD,RTX 4050,14.0,No,1969.01,Intel,Core i7,0,1,1,123.06,1.969,Premium,Mid (16GB)
"MSI Creator Z16 HX Studio B13VGTO-033ES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4070/16"" Táctil",New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4070,16.0,Yes,2949.0,Intel,Core i7,1,1,1,92.16,2.949,Premium,High (32GB)
"MSI Stealth 14 Studio A13VF-050ES Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/14""",New,MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 4060,14.0,No,2349.01,Intel,Core i7,0,1,1,146.81,2.349,Premium,Mid (16GB)
"Apple MacBook Pro Intel Core i5/8GB/256GB/13"" Plateado",Refurbished,Apple,MacBook Pro,Intel Core i5,8,256,SSD,Integrated,13.0,No,634.25,Intel,Core i5,0,0,0,79.28,2.4775,Mid-range,Low (<=8GB)
"ASUS ZenBook Pro Duo 15 OLED UX582ZM-H2030W Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/15.6"" Táctil",New,ASUS,ZenBook,Intel Core i7,32,1000,SSD,RTX 3060,15.6,Yes,2799.0,Intel,Core i7,1,1,1,87.47,2.799,Premium,High (32GB)
"ASUS ROG Zephyrus Duo 16 2023 GX650PY-NM003W AMD Ryzen 9 7945HX/64GB/2TB+2TB SSD/RTX 4090/16""",New,ASUS,ROG,AMD Ryzen 9,64,2000,SSD,RTX 4090,16.0,No,5159.0,AMD,Ryzen 9,0,1,1,80.61,2.5795,Premium,Ultra (>32GB)
"Gigabyte AERO 17 XE5-73ES738HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/17.3""",New,Gigabyte,Aero,Intel Core i7,16,2000,SSD,RTX 3070,17.3,No,2999.0,Intel,Core i7,0,1,1,187.44,1.4995,Premium,Mid (16GB)
"Microsoft Surface GO 3 Intel Pentium Gold 6500Y/8GB/128GB SSD/10.5"" Táctil",New,Microsoft,Surface Go,Intel Pentium,8,128,SSD,Integrated,10.5,Yes,599.01,Intel,Pentium,1,1,0,74.88,4.6798,Mid-range,Low (<=8GB)
"HP Victus 15-fa1002ns Intel Core i7-13700H/16GB/512GB SSD/RTX 4050/15.6""",New,HP,Victus,Intel Core i7,16,512,SSD,RTX 4050,15.6,No,1299.01,Intel,Core i7,0,1,1,81.19,2.5371,High-end,Mid (16GB)
"MSI Prestige 16 A12UD-221XES Intel Core i7-1280P/16GB/1TB SSD/RTX 3050Ti/16""",New,MSI,Prestige,Intel Core i7,16,1000,SSD,RTX 3050,16.0,No,1889.0,Intel,Core i7,0,1,1,118.06,1.889,Premium,Mid (16GB)
"Apple MacBook Pro Apple M2 Max/32GB/1TB SSD/16.2"" Plata",New,Apple,MacBook Pro,Apple M2,32,1000,SSD,Integrated,16.2,No,3799.0,Apple,Apple M,0,1,0,118.72,3.799,Premium,High (32GB)
"Apple MacBook Pro Apple M2 Max/32GB/1TB SSD/14.2"" Gris Espacial",New,Apple,MacBook Pro,Apple M2,32,1000,SSD,Integrated,14.2,No,3379.01,Apple,Apple M,0,1,0,105.59,3.379,Premium,High (32GB)
"Apple MacBook Air Apple M1/8GB/512GB SSD/GPU Hepta Core/13.3"" Gris Espacial",New,Apple,MacBook Air,Apple M1,8,512,SSD,Integrated,13.3,No,1349.0,Apple,Apple M,0,1,0,168.62,2.6348,High-end,Low (<=8GB)
"HP EliteBook 840 G3 Intel Core i5-6200U/16GB/256GB SSD/14""",Refurbished,HP,EliteBook,Intel Core i5,16,256,SSD,Integrated,14.0,No,291.69,Intel,Core i5,0,0,0,18.23,1.1394,Budget,Mid (16GB)
"Gigabyte AERO 16 OLED BSF-73ES994SO Intel Core i7-13700H/16GB/1TB SSD/RTX 4070/16""",New,Gigabyte,Aero,Intel Core i7,16,1000,SSD,RTX 4070,16.0,No,2309.01,Intel,Core i7,0,1,1,144.31,2.309,Premium,Mid (16GB)
"Primux ioxbook 1406F Intel Celeron N4000/4 GB/128GB SSD/14""",New,Primux,Ioxbook,Intel Celeron,4,128,SSD,Integrated,14.0,No,208.99,Intel,Celeron,0,1,0,52.25,1.6327,Budget,Low (<=8GB)
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/16 GB/512GB SSD/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,Integrated,15.6,No,689.01,AMD,Ryzen 5,0,1,0,43.06,1.3457,Mid-range,Mid (16GB)
"Apple Macbook Pro Apple M2/8GB/512GB SSD/GPU Deca Core/13.3"" Gris Espacial",New,Apple,MacBook Pro,Apple M2,8,512,SSD,Integrated,13.3,No,1849.0,Apple,Apple M,0,1,0,231.12,3.6113,Premium,Low (<=8GB)
"ASUS VivoBook 16X M1603QA-MB155 AMD Ryzen 5 5600H/8GB/512GB SSD/16""",New,ASUS,VivoBook,AMD Ryzen 5,8,512,SSD,Integrated,16.0,No,437.87,AMD,Ryzen 5,0,1,0,54.73,0.8552,Budget,Low (<=8GB)
"Lenovo V15 G2 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Lenovo,V15,Intel Core i3,8,256,SSD,Integrated,15.6,No,443.01,Intel,Core i3,0,1,0,55.38,1.7305,Budget,Low (<=8GB)
"Apple MacBook Pro Apple M2 Pro 12 Núcleos/16GB/1TB SSD/14.2"" Gris Espacial",New,Apple,MacBook Pro,Apple M2 Pro,16,1000,SSD,Integrated,14.2,No,2729.01,Apple,Apple M,0,1,0,170.56,2.729,Premium,Mid (16GB)
"Acer Aspire 3 A315-43-R4VC AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,Acer,Aspire,AMD Ryzen 5,8,512,SSD,Integrated,15.6,No,819.0,AMD,Ryzen 5,0,1,0,102.38,1.5996,Mid-range,Low (<=8GB)
"MSI Creator Z16 HX Studio B13VFTO-046ES Intel Core i7-13700HX/16GB/1TB SSD/RTX 4060/16"" Táctil",New,MSI,Creator,Intel Core i7,16,1000,SSD,RTX 4060,16.0,Yes,2649.0,Intel,Core i7,1,1,1,165.56,2.649,Premium,Mid (16GB)
"MSI Stealth 14 Studio A13VE-052XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4050/14""",New,MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 4050,14.0,No,1989.01,Intel,Core i7,0,1,1,124.31,1.989,Premium,Mid (16GB)
"MSI Summit E14 FlipEvo A12MT-056ES Intel Core i7-1280P/16GB/1TB SSD/14"" Táctil",New,MSI,Summit,Intel Core i7,16,1000,SSD,Integrated,14.0,Yes,1749.82,Intel,Core i7,1,1,0,109.36,1.7498,Premium,Mid (16GB)
"Microsoft Surface Laptop 5 Negro Intel Evo Core i5-1235U/8GB/512GB SSD/13.5"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i5,8,512,SSD,Integrated,13.5,Yes,1419.0,Intel,Core i5,1,1,0,177.38,2.7715,High-end,Low (<=8GB)
"PcCom Revolt 3060 Intel Core i7-12700H/32GB/500GB SSD/RTX 3060/15.6""/Windows 11 Home",New,Pccom,Revolt,Intel Core i7,32,500,SSD,RTX 3060,15.6,No,1699.0,Intel,Core i7,0,1,1,53.09,3.398,Premium,High (32GB)
"Lenovo V15 G3 ABA AMD Ryzen 7 5825U/16GB/512GB SSD/15.6""",New,Lenovo,V15,AMD Ryzen 7,16,512,SSD,Integrated,15.6,No,619.99,AMD,Ryzen 7,0,1,0,38.75,1.2109,Mid-range,Mid (16GB)
"MSI Summit E14 Flip Evo A13MT-227ES Intel Evo Core i7-1360P/16GB/1TB SSD/14"" Táctil",New,MSI,Summit,Intel Evo Core i7,16,1000,SSD,Integrated,14.0,Yes,1689.0,Intel,Core i7,1,1,0,105.56,1.689,Premium,Mid (16GB)
"HP 255 G9 AMD Ryzen 3 5425U/8GB/256GB SSD/15.6""",New,HP,255,AMD Ryzen 3,8,256,SSD,Integrated,15.6,No,386.05,AMD,Ryzen 3,0,1,0,48.26,1.508,Budget,Low (<=8GB)
"Prixton Netbook Pro Intel Celeron N4020/4GB/64GB eMMC/14.1""",New,Prixton,Netbook Pro,Intel Celeron,4,64,eMMC,Integrated,14.1,No,299.94,Intel,Celeron,0,1,0,74.98,4.6866,Budget,Low (<=8GB)
"HP 15S-EQ2132NS AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 3,8,512,SSD,Integrated,15.6,No,416.0,AMD,Ryzen 3,0,1,0,52.0,0.8125,Budget,Low (<=8GB)
"Lenovo V15 G2 ALC AMD Ryzen 5 5500U/8GB/256GB SSD/15.6"" Negro",New,Lenovo,V15,AMD Ryzen 5,8,256,SSD,Integrated,15.6,No,529.0,AMD,Ryzen 5,0,1,0,66.12,2.0664,Mid-range,Low (<=8GB)
"Microsoft Surface Laptop Go 2 Intel Core i5-1135G7/8GB/128GB SSD/12.4"" Táctil",New,Microsoft,Surface Laptop,Intel Core i5,8,128,SSD,Integrated,12.4,Yes,769.0,Intel,Core i5,1,1,0,96.12,6.0078,Mid-range,Low (<=8GB)
"ASUS ROG Zephyrus G14 2023 GA402XV-N2041 AMD Ryzen 9 7940HS/32GB/1TB SSD/RTX 4060/14""",New,ASUS,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4060,14.0,No,2299.0,AMD,Ryzen 9,0,1,1,71.84,2.299,Premium,High (32GB)
"ASUS ROG Flow X13 2023 GV302XV-MU006W AMD Ryzen 9 7940HS/16GB/1TB SSD/RTX 4060/13.4"" Táctil",New,ASUS,ROG,AMD Ryzen 9,16,1000,SSD,RTX 4060,13.4,Yes,1999.0,AMD,Ryzen 9,1,1,1,124.94,1.999,Premium,Mid (16GB)
"MSI Raider GE78HX 13VH-066XES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4080/17""",New,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 4080,17.0,No,3699.0,Intel,Core i7,0,1,1,115.59,3.699,Premium,High (32GB)
"Alurin Flex Advance Intel Core i5-1155G7/8GB/500GB SSD/15.6"" + Windows 11 Home",New,Alurin,Flex Advance,Intel Core i5,8,500,SSD,Integrated,15.6,No,600.0,Intel,Core i5,0,1,0,75.0,1.2,Mid-range,Low (<=8GB)
"HP 250 G9 Intel Core i5-1235U/16GB/512GB SSD/15.6"" Plata",New,HP,250,Intel Core i5,16,512,SSD,Integrated,15.6,No,609.01,Intel,Core i5,0,1,0,38.06,1.1895,Mid-range,Mid (16GB)
"HP ChromeBook 14b-na0013ns AMD Athlon Silver 3050C/4GB/64GB eMMC/14""",New,HP,Chromebook,AMD Athlon,4,64,eMMC,Integrated,14.0,No,419.0,AMD,Athlon,0,1,0,104.75,6.5469,Budget,Low (<=8GB)
"Gigabyte AORUS 15X ASF-B3ES754SH Intel Core i9-13900HX/16GB/1TB SSD/RTX 4070/15.6""",New,Gigabyte,Aorus,Intel Core i9,16,1000,SSD,RTX 4070,15.6,No,2179.0,Intel,Core i9,0,1,1,136.19,2.179,Premium,Mid (16GB)
"Microsoft Surface Pro 9 Grafito Intel Evo Core i7-1255U/16GB/256GB SSD/13"" Táctil",New,Microsoft,Surface Pro,Intel Evo Core i7,16,256,SSD,Integrated,13.0,Yes,1859.0,Intel,Core i7,1,1,0,116.19,7.2617,Premium,Mid (16GB)
"Apple MacBook Pro Apple M2 Pro 10 Núcleos/32GB/512GB SSD/14.2"" Gris Espacial",New,Apple,MacBook Pro,Apple M2 Pro,32,512,SSD,Integrated,14.2,No,2719.0,Apple,Apple M,0,1,0,84.97,5.3105,Premium,High (32GB)
"MSI Modern 15 B12M-025XES Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,MSI,Modern,Intel Core i5,8,512,SSD,Integrated,15.6,No,799.0,Intel,Core i5,0,1,0,99.88,1.5605,Mid-range,Low (<=8GB)
"MSI Stealth 14 Studio A13VF-049XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/14""",New,MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 4060,14.0,No,2159.0,Intel,Core i7,0,1,1,134.94,2.159,Premium,Mid (16GB)
ASUS M515UA-R75BLHDSS1 AMD Ryzen 7 5700U/8GB/512GB SSD/15.6'' (PT),New,ASUS,M515UA,AMD Ryzen 7,8,512,SSD,Integrated,15.6,No,683.81,AMD,Ryzen 7,0,1,0,85.48,1.3356,Mid-range,Low (<=8GB)
"MSI Creator M16 B13UDX-684XES Intel Core i7-13700H/32GB/1TB SSD/RTX 3050/16""",New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 3050,16.0,No,1699.01,Intel,Core i7,0,1,1,53.09,1.699,Premium,High (32GB)
"ASUS ROG Flow Z13 2023 GZ301VU-MU006W Intel Core i9-13900H/16GB/1TB SSD/RTX 4050/13.4"" Táctil",New,ASUS,ROG,Intel Core i9,16,1000,SSD,RTX 4050,13.4,Yes,2099.0,Intel,Core i9,1,1,1,131.19,2.099,Premium,Mid (16GB)
"Apple MacBook Pro Apple M2 Pro 10 Núcleos/32GB/1TB SSD/14.2"" Gris Espacial",New,Apple,MacBook Pro,Apple M2 Pro,32,1000,SSD,Integrated,14.2,No,2939.01,Apple,Apple M,0,1,0,91.84,2.939,Premium,High (32GB)
"MSI Summit E16 Flip A13VET-084XES Intel Core i7-1360P/32GB/1TB SSD/RTX 4050/16"" Táctil",New,MSI,Summit,Intel Core i7,32,1000,SSD,RTX 4050,16.0,Yes,2099.0,Intel,Core i7,1,1,1,65.59,2.099,Premium,High (32GB)
"HP Notebook 14S-dq0009ns Intel Celeron N4020/4GB/64GB eMMC/14""",New,HP,Notebook,Intel Celeron,4,64,eMMC,Integrated,14.0,No,329.0,Intel,Celeron,0,1,0,82.25,5.1406,Budget,Low (<=8GB)
"Asus M515UA-EJ374 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,ASUS,M515UA,AMD Ryzen 5,8,512,SSD,Integrated,15.6,No,402.99,AMD,Ryzen 5,0,1,0,50.37,0.7871,Budget,Low (<=8GB)
"Lenovo V15 G2 ITL Intel Core i5-1135G7/8 GB/256 GB SSD/15.6""",New,Lenovo,V15,Intel Core i5,8,256,SSD,Integrated,15.6,No,461.32,Intel,Core i5,0,1,0,57.66,1.802,Budget,Low (<=8GB)
"Lenovo ThinkPad T480 Intel Core i5-8350U/16GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,16,256,SSD,Integrated,14.0,No,574.0,Intel,Core i5,0,0,0,35.88,2.2422,Mid-range,Mid (16GB)
"ASUS ROG Strix Scar 16 2023 G634JZ-NM010W Intel Core i9-13980HX/32GB/2TB SSD/RTX 4080/16""",New,ASUS,ROG,Intel Core i9,32,2000,SSD,RTX 4080,16.0,No,3499.01,Intel,Core i9,0,1,1,109.34,1.7495,Premium,High (32GB)
"Microsoft Surface Laptop 5 Alcántara Intel Evo Core i5-1235U/8GB/512GB SSD/13.5"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i5,8,512,SSD,Integrated,13.5,Yes,1419.0,Intel,Core i5,1,1,0,177.38,2.7715,High-end,Low (<=8GB)
"Microsoft Surface Pro 9 Zafiro Intel Evo Core i5-1235U/8GB/256GB SSD/13"" Táctil",New,Microsoft,Surface Pro,Intel Evo Core i5,8,256,SSD,Integrated,13.0,Yes,1299.0,Intel,Core i5,1,1,0,162.38,5.0742,High-end,Low (<=8GB)
"LG Gram 17ZD90R-G.AX75B Intel Evo Core i7-1360P/16GB/512GB SSD/17""",New,LG,Gram,Intel Evo Core i7,16,512,SSD,Integrated,17.0,No,1699.0,Intel,Core i7,0,1,0,106.19,3.3184,Premium,Mid (16GB)
"HP 470 G9 Intel Core i7-1255U/16GB/512GB SSD/MX550/17.3""",New,HP,470,Intel Core i7,16,512,SSD,MX 550,17.3,No,1300.0,Intel,Core i7,0,1,1,81.25,2.5391,High-end,Mid (16GB)
"ASUS F1500EA-BQ3072 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,ASUS,VivoBook,Intel Core i3,8,512,SSD,Integrated,15.6,No,372.0,Intel,Core i3,0,1,0,46.5,0.7266,Budget,Low (<=8GB)
"Razer Blade 16 Doble Resolución UHD+/FHD+ Intel Core i9-13950HX/32GB/2TB SSD/RTX 4090/16""",New,Razer,Blade,Intel Core i9,32,2000,SSD,RTX 4090,16.0,No,4999.01,Intel,Core i9,0,1,1,156.22,2.4995,Premium,High (32GB)
"Asus Rog Strix G15 G513QR-HF118 AMD Ryzen 7 5800H/32GB/1TB SSD/RTX3070/15.6""",New,ASUS,ROG,AMD Ryzen 7,32,1000,SSD,RTX 3070,15.6,No,2079.01,AMD,Ryzen 7,0,1,1,64.97,2.079,Premium,High (32GB)
"Dell Vostro 3520 Intel Core i7-1255U/16 GB/512GB SSD/15.6"" (PT)",New,Dell,Vostro,Intel Core i7,16,512,SSD,Integrated,15.6,No,997.79,Intel,Core i7,0,1,0,62.36,1.9488,Mid-range,Mid (16GB)
"LG Gram 14ZB90Q Intel Core i5-1240P/16GB/512GB SSD/14""",New,LG,Gram,Intel Core i5,16,512,SSD,Integrated,14.0,No,1149.0,Intel,Core i5,0,1,0,71.81,2.2441,High-end,Mid (16GB)
"Primux Ioxbook 15CA Intel Celeron N4000/8GB/256GB SSD/15.6""",New,Primux,Ioxbook,Intel Celeron,8,256,SSD,Integrated,15.6,No,229.0,Intel,Celeron,0,1,0,28.62,0.8945,Budget,Low (<=8GB)
"HP 15S-FQ2173NS Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,HP,15S,Intel Core i3,8,256,SSD,Integrated,15.6,No,552.33,Intel,Core i3,0,1,0,69.04,2.1575,Mid-range,Low (<=8GB)
"Apple MacBook Pro Apple M2 Pro 12 Núcleos/16GB/512GB SSD/16.2"" Gris Espacial",New,Apple,MacBook Pro,Apple M2 Pro,16,512,SSD,Integrated,16.2,No,2729.01,Apple,Apple M,0,1,0,170.56,5.3301,Premium,Mid (16GB)
"Microsoft Surface Pro 9 Grafito Intel Evo Core i5-1235U/8GB/256GB SSD/13"" Táctil",New,Microsoft,Surface Pro,Intel Evo Core i5,8,256,SSD,Integrated,13.0,Yes,1299.0,Intel,Core i5,1,1,0,162.38,5.0742,High-end,Low (<=8GB)
"Alurin Go Intel Pentium N4200/8GB/256GB SSD/nOS/14.1""",New,Alurin,Go,Intel Pentium,8,256,SSD,Integrated,14.1,No,329.91,Intel,Pentium,0,1,0,41.24,1.2887,Budget,Low (<=8GB)
"HP Spectre x360 14-ef0003ns Intel Evo Core i7-1255U/16GB/1TB SSD/13.5"" Táctil",New,HP,Spectre,Intel Evo Core i7,16,1000,SSD,Integrated,13.5,Yes,1699.01,Intel,Core i7,1,1,0,106.19,1.699,Premium,Mid (16GB)
"LG Gram 15Z90R-G.AD78B Intel Evo Core i7-1360P/32GB/1TB SSD/15""",New,LG,Gram,Intel Evo Core i7,32,1000,SSD,Integrated,15.0,No,1929.01,Intel,Core i7,0,1,0,60.28,1.929,Premium,High (32GB)
"Samsung Galaxy Book3 Pro Intel Evo Core i7-1360P/16GB/512GB SSD/16""",New,Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,Integrated,16.0,No,1949.99,Intel,Core i7,0,1,0,121.87,3.8086,Premium,Mid (16GB)
"Lenovo ThinkPad L15 Gen 3 Intel Core i5-1235U/8GB/256GB SSD/15.6""",New,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,Integrated,15.6,No,1174.99,Intel,Core i5,0,1,0,146.87,4.5898,High-end,Low (<=8GB)
"Lenovo IdeaPad Gaming 3 15ACH6-302 AMD Ryzen 5 5600H/8GB/256 SSD/GTX1650/15.6"" (PT)",New,Lenovo,IdeaPad,AMD Ryzen 5,8,256,SSD,GTX 1650,15.6,No,834.11,AMD,Ryzen 5,0,1,1,104.26,3.2582,Mid-range,Low (<=8GB)
